code,description
02.04.03.02.05,РЕКОНСТРУКЦИЯ АВТОМОБИЛЬНЫХ И ЖЕЛЕЗНОДОРОЖНЫХ ТОННЕЛЕЙ
02.04.04,РЕКОНСТРУКЦИЯ ТЕРРИТОРИЙ
03.31.03.05.01.13,АРЕНДА БУЛЬДОЗЕРОВ С ЭКИПАЖЕМ
03.31.03.05.01.28,АРЕНДА МНОГОФУНКЦИОНАЛЬНЫХ КОММУНАЛЬНО-УБОРОЧНЫХ МАШИН С ЭКИПАЖЕМ
03.31.03.05.02.03,АРЕНДА АВТОБЕТОНОСМЕСИТЕЛЕЙ БЕЗ ЭКИПАЖА
03.31.03.05.02.04,АРЕНДА АВТОГРЕЙДЕРОВ БЕЗ ЭКИПАЖА
03.31.03.05.02.15,АРЕНДА ДОРОЖНЫХ ЛАБОРАТОРИЙ БЕЗ ЭКИПАЖА
03.31.03.05.02.42,АРЕНДА ЭКСКАВАТОРОВ БЕЗ ЭКИПАЖА
02.05.01.01.01,РЕМОНТ КАПИТАЛЬНЫЙ МНОГОКВАРТИРНЫХ ЖИЛЫХ ДОМОВ
02.05.01.02.02,"РЕМОНТ КАПИТАЛЬНЫЙ СПОРТИВНЫХ СООРУЖЕНИЙ, МЕСТ ОТДЫХА"
02.05.01.02.03,РЕМОНТ КАПИТАЛЬНЫЙ ЗДАНИЙ И СООРУЖЕНИЙ БЫТОВОГО НАЗНАЧЕНИЯ
02.05.02.01,"РЕМОНТ КАПИТАЛЬНЫЙ ОБЪЕКТОВ ПРОМЫШЛЕННОСТИ, СЕЛЬСКОГО ХОЗЯЙСТВА, НАУЧНО-ИННОВАЦИОННОЙ ИНФРАСТРУКТУРЫ"
02.05.02.02.03,РЕМОНТ КАПИТАЛЬНЫЙ ЖЕЛЕЗНЫХ ДОРОГ И ОБЪЕКТОВ ИНФРАСТРУКТУРЫ ЖЕЛЕЗНОДОРОЖНОГО ТРАНСПОРТА
02.05.02.02.13,"РЕМОНТ КАПИТАЛЬНЫЙ ОБЪЕКТОВ РЕМОНТА, СОДЕРЖАНИЯ, ОБСЛУЖИВАНИЯ, ХРАНЕНИЯ ТРАНСПОРТНЫХ СРЕДСТВ"
02.05.02.03.05,РЕМОНТ КАПИТАЛЬНЫЙ ТРУБОПРОВОДОВ
02.05.02.05,РЕМОНТ КАПИТАЛЬНЫЙ ОБЪЕКТОВ ЭЛЕКТРОСНАБЖЕНИЯ
02.05.02.05.02,РЕМОНТ КАПИТАЛЬНЫЙ ЭЛЕКТРОПОДСТАНЦИЙ
02.05.02.09,РЕМОНТ КАПИТАЛЬНЫЙ ОБЪЕКТОВ НАРУЖНОГО ОСВЕЩЕНИЯ
02.06.01.02,РЕМОНТ ТЕКУЩИЙ НЕЖИЛЫХ ЗДАНИЙ
02.06.01.02.03,РЕМОНТ ТЕКУЩИЙ ЗДАНИЙ И СООРУЖЕНИЙ БЫТОВОГО НАЗНАЧЕНИЯ
02.06.02.02.04,РЕМОНТ ТЕКУЩИЙ АЭРОПОРТОВ И ИНЫХ ОБЪЕКТОВ АВИАЦИОННОЙ ИНФРАСТРУКТУРЫ
02.06.02.02.05,РЕМОНТ ТЕКУЩИЙ ТОННЕЛЕЙ АВТОМОБИЛЬНЫХ И ЖЕЛЕЗНОДОРОЖНЫХ
02.06.02.02.09,РЕМОНТ ТЕКУЩИЙ ЭЛЕКТРИЧЕСКИХ СЕТЕЙ НА ТРАНСПОРТНЫХ ОБЪЕКТАХ
02.06.03.04,ТЕКУЩИЙ РЕМОНТ ТЕРРИТОРИЙ ОБЪЕКТОВ УЧРЕЖДЕНИЙ ОБРАЗОВАНИЯ
02.06.04.01,РЕМОНТ ТЕКУЩИЙ МАЛЫХ АРХИТЕКТУРНЫХ ФОРМ
02.06.99,РЕМОНТ ТЕКУЩИЙ ПРОЧИХ ОБЪЕКТОВ
02.07.02,РЕСТАВРАЦИЯ ХУДОЖЕСТВЕННЫХ ИЗДЕЛИЙ ДЛЯ ИНТЕРЬЕРА ПОМЕЩЕНИЙ
01.20.04,ХИМИЯ БЫТОВАЯ
01.20.05,"КОСМЕТИКА, ПАРФЮМЕРИЯ, ПРЕДМЕТЫ ГИГИЕНЫ"
02.08.03,ОБРАБОТКА МАТЕРИАЛОВ ЭКОЛОГИЧЕСКОГО ИССЛЕДОВАНИЯ КАМЕРАЛЬНАЯ
02.09.01,РАБОТЫ ТОПОГРАФИЧЕСКИЕ ПОЛЕВЫЕ
02.10.02,"СОЗДАНИЕ ЦИФРОВЫХ, ЭЛЕКТРОННЫХ КАРТ"
02.11.03.01,РЕМОНТ РАДИОЭЛЕКТРОННОГО ОБОРУДОВАНИЯ
02.11.03.99,РЕМОНТ ПРОЧЕГО ОБОРУДОВАНИЯ
02.12.03.07,"МОНТАЖ, УСТАНОВКА, СБОРКА СИСТЕМ ПОЖАРОТУШЕНИЯ"
02.12.10,"МОНТАЖ, УСТАНОВКА, СБОРКА ДОПОЛНИТЕЛЬНОГО ОБОРУДОВАНИЯ НА ТРАНСПОРТНЫХ СРЕДСТВАХ"
02.13.02.99,РАБОТЫ ОПЫТНО-КОНСТРУКТОРСКИЕ ЕСТЕСТВЕННОНАУЧНЫЕ ПРОЧИЕ
02.17.01.02,"ИЗГОТОВЛЕНИЕ КОЖАНЫХ ИЗДЕЛИЙ, ВКЛЮЧАЯ ОБУВЬ"
02.17.04.03,ИЗГОТОВЛЕНИЕ МАКЕТОВ ПОЛИГРАФИЧЕСКОЙ ПРОДУКЦИИ
02.17.06,"ИЗГОТОВЛЕНИЕ ПЕЧАТЕЙ, ШТАМПОВ"
02.18.01,СНОС САМОВОЛЬНО ПОСТРОЕННЫХ КАПИТАЛЬНЫХ И НЕКАПИТАЛЬНЫХ ЗДАНИЙ И СООРУЖЕНИЙ
03.01,УСЛУГИ МЕДИЦИНСКИЕ
03.01.03,МЕДИЦИНСКАЯ ПОМОЩЬ СПЕЦИАЛИЗИРОВАННАЯ
03.01.03.01,МЕДИЦИНСКАЯ ПОМОЩЬ СПЕЦИАЛИЗИРОВАННАЯ В УСЛОВИЯХ ДНЕВНОГО СТАЦИОНАРА
03.01.03.02,МЕДИЦИНСКАЯ ПОМОЩЬ СПЕЦИАЛИЗИРОВАННАЯ В СТАЦИОНАРНЫХ УСЛОВИЯХ
03.07.01.03,ОБСЛУЖИВАНИЕ ТЕХНИЧЕСКОЕ И ТЕКУЩИЙ РЕМОНТ ВОДООТВОДНЫХ И РЕГУЛЯЦИОННЫХ СООРУЖЕНИЙ
03.14.03.01,СТРАХОВАНИЕ АВТОГРАЖДАНСКОЙ ОТВЕТСТВЕННОСТИ ВОДИТЕЛЯ
01.01.01.05.02.04,СОЛЬ МОРСКАЯ
01.24.99.07,СКАТЕРТИ
02.13.99.05,ИССЛЕДОВАНИЯ ПАТЕНТНЫЕ
03.01.04,МЕДИЦИНСКАЯ ПОМОЩЬ ВЫСОКОТЕХНОЛОГИЧЕСКАЯ
03.01.04.01,МЕДИЦИНСКАЯ ПОМОЩЬ ВЫСОКОТЕХНОЛОГИЧЕСКАЯ В УСЛОВИЯХ ДНЕВНОГО СТАЦИОНАРА
03.01.05.03,МЕДИЦИНСКАЯ ПОМОЩЬ СКОРАЯ В СТАЦИОНАРНЫХ УСЛОВИЯХ
03.01.06.01,МЕДИЦИНСКАЯ ПОМОЩЬ СКОРАЯ СПЕЦИАЛИЗИРОВАННАЯ ВНЕ МЕДИЦИНСКИХ УЧРЕЖДЕНИЙ
03.01.06.03,МЕДИЦИНСКАЯ ПОМОЩЬ СКОРАЯ СПЕЦИАЛИЗИРОВАННАЯ В СТАЦИОНАРНЫХ УСЛОВИЯХ
03.01.07,МЕДИЦИНСКАЯ ПОМОЩЬ ПАЛЛИАТИВНАЯ
03.01.09.03,ПРОВЕДЕНИЕ МЕДИЦИНСКИХ ЭКСПЕРТИЗ
03.01.99.01.04,ИССЛЕДОВАНИЯ МИКРОБИОЛОГИЧЕСКИЕ И БИОЛОГИЧЕСКИЕ
03.02.07,УСЛУГИ В ЦЕЛЯХ ПОВЫШЕНИЯ КОММУНИКАТИВНОГО ПОТЕНЦИАЛА
03.03.14.01,ПОВЫШЕНИЕ ПРОФЕССИОНАЛЬНОЙ КВАЛИФИКАЦИИ
03.05.06.02,ОРГАНИЗАЦИЯ ПИТАНИЯ С ВЫЕЗДНЫМ ОБСЛУЖИВАНИЕМ
03.06.01.01,УСЛУГИ ПО ИСПОЛНЕНИЮ ФУНКЦИЙ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД ВЫПОЛНЕНИЯ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ
03.06.01.01.01,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД ВЫПОЛНЕНИЯ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО ОБЪЕКТАМ ТРАНСПОРТНОЙ СИСТЕМЫ
03.07.06,ОБСЛУЖИВАНИЕ ТЕХНИЧЕСКОЕ И ТЕКУЩИЙ РЕМОНТ ТЕХНОЛОГИЧЕСКОГО ОБОРУДОВАНИЯ
01.01.01.18,ПИЩЕВЫЕ ДОБАВКИ
01.11.02.08.01,ЯЩИКИ ИНСТРУМЕНТАЛЬНЫЕ
01.11.03.01.01,"МЕТИЗЫ, КРЕПЕЖНЫЕ ИЗДЕЛИЯ"
01.19.02.14,КОФТЫ ДЛЯ ДЕТЕЙ
01.20.03.03,КОНТЕЙНЕРЫ И ДРУГИЕ ЕМКОСТИ ДЛЯ МУСОРА
01.20.06.04,ПОСУДА ОДНОРАЗОВАЯ
02.05.02.01.03,РЕМОНТ КАПИТАЛЬНЫЙ ОБЪЕКТОВ НАУЧНО-ИННОВАЦИОННОГО НАЗНАЧЕНИЯ
02.05.02.10.05,"РЕМОНТ КАПИТАЛЬНЫЙ ОБЪЕКТОВ ГРАЖДАНСКОЙ ОБОРОНЫ, ЧС И ПОЖАРНОЙ БЕЗОПАСНОСТИ"
03.06.01.01.02.05,"УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД ВЫПОЛНЕНИЯ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО ОБЪЕКТАМ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИХ, ПРАКТИЧЕСКИХ МЕДИЦИНСКИХ ЦЕНТРОВ"
03.06.01.01.02.06,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД ВЫПОЛНЕНИЯ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО ОБЪЕКТАМ МЕДИЦИНСКИХ СЛУЖБ
03.06.01.01.02.07,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД ВЫПОЛНЕНИЯ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО ЛЕЧЕБНО-ОЗДОРОВИТЕЛЬНЫМ ОБЪЕКТАМ
03.06.01.01.03.02,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД ВЫПОЛНЕНИЯ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО ОБЪЕКТАМ ОБЩЕГО ОБРАЗОВАНИЯ В ГОРОДЕ МОСКВЕ
03.06.01.01.03.04,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД ВЫПОЛНЕНИЯ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО ПРОЧИМ ОБЪЕКТАМ ВОСПИТАНИЯ И ОБУЧЕНИЯ
03.06.01.01.06.03,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД ВЫПОЛНЕНИЯ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО ОБЪЕКТАМ ГАЗОСНАБЖЕНИЯ
03.06.01.01.07.07,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД ВЫПОЛНЕНИЯ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО КУЛЬТУРНО-ЗРЕЛИЩНЫМ ОБЪЕКТАМ
03.06.01.01.08.02,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД ВЫПОЛНЕНИЯ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО ПРОЧИМ СПОРТИВНЫМ ОБЪЕКТАМ
03.06.01.01.13.03,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД ВЫПОЛНЕНИЯ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО АДМИНИСТРАТИВНО-УПРАВЛЕНЧЕСКИМ ОБЪЕКТАМ
03.36.01.01,УСЛУГИ КЛИНИНГОВЫЕ
01.20.03.04,"ИНВЕНТАРЬ УБОРОЧНЫЙ, В ТОМ ЧИСЛЕ САДОВЫЙ"
01.15.05.01.05.01,СТОЙКИ ДЛЯ КАНЦЕЛЯРСКИХ ПРИНАДЛЕЖНОСТЕЙ ПЛАСТИКОВЫЕ
03.06.01.01.13.04,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД ВЫПОЛНЕНИЯ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО ОФИСНЫМ ОБЪЕКТАМ
03.06.01.01.14.04,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД ВЫПОЛНЕНИЯ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО ОБЪЕКТАМ ПРЕДОСТАВЛЕНИЯ УСЛУГ КРАТКОСРОЧНОГО ПРОЖИВАНИЯ
03.06.01.01.15,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД ВЫПОЛНЕНИЯ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО НАУЧНО-ИННОВАЦИОННЫМ ОБЪЕКТАМ И ОБЪЕКТАМ ИЗЫСКАТЕЛЬСКОГО НАЗНАЧЕНИЯ
03.06.01.01.15.03,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД ВЫПОЛНЕНИЯ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО ОБЪЕКТАМ ПРОЕКТНОГО И ИЗЫСКАТЕЛЬСКОГО НАЗНАЧЕНИЯ
03.06.01.01.16.03,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД ВЫПОЛНЕНИЯ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО ОБЪЕКТАМ ПО ПЕРЕРАБОТКЕ И УТИЛИЗАЦИИ
03.06.01.01.17.01,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД ВЫПОЛНЕНИЯ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО ОБЪЕКТАМ ЖИВОТНОВОДСТВА
03.06.01.01.19.02,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД ВЫПОЛНЕНИЯ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО ВЕТЕРИНАРНЫМ ОБЪЕКТАМ
03.06.01.01.20,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД ВЫПОЛНЕНИЯ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО КУЛЬТОВЫМ И РЕЛИГИОЗНЫМ ОБЪЕКТАМ
03.06.01.01.20.02,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД ВЫПОЛНЕНИЯ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО ОБЪЕКТАМ СОБОРА
03.06.01.01.20.13,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД ВЫПОЛНЕНИЯ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО ОБЪЕКТАМ МЕДРЕСЕ
03.06.01.01.20.14,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД ВЫПОЛНЕНИЯ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО КУЛЬТОВЫМ И РЕЛИГИОЗНЫМ ОБЪЕКТАМ ИНОГО ТИПА
03.06.01.02,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА ПО РАЗРАБОТКЕ ПРОЕКТНОЙ ДОКУМЕНТАЦИИ
03.06.01.03.02,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО ОБЪЕКТАМ ЗДРАВООХРАНЕНИЯ
03.06.01.03.04,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО ОБЪЕКТАМ СОЦИАЛЬНОЙ ЗАЩИТЫ НАСЕЛЕНИЯ
03.06.01.03.06.02,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО ОБЪЕКТАМ ТЕПЛОСНАБЖЕНИЯ
03.06.01.03.06.06,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО ОБЪЕКТАМ ВОДООТВЕДЕНИЯ ПОВЕРХНОСТНОГО СТОКА
03.06.01.03.07.01,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО ОБЪЕКТАМ МУЗЕЕВ
01.20.06.04.01,ПОСУДА ОДНОРАЗОВАЯ ПЛАСТМАССОВАЯ
01.20.07.10.01,ПРИНАДЛЕЖНОСТИ ГАРДЕРОБНЫЕ ПЛАСТМАССОВЫЕ
03.31.02.02,АРЕНДА ВЫЧИСЛИТЕЛЬНОЙ ТЕХНИКИ
01.15.01.01.04,БУМАГА ПИСЧАЯ
01.15.01.03.01,БУМАГА ДЛЯ ЧЕРЧЕНИЯ (ВАТМАН)
03.06.01.03.08.07,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО СПОРТИВНЫМ ОБЪЕКТАМ В ЗАКРЫТЫХ ПОМЕЩЕНИЯХ
03.06.01.03.08.08,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО ОБЪЕКТАМ СПОРТИВНЫХ КОМПЛЕКСОВ
03.06.01.03.11.03,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО ОБЪЕКТАМ ПРОТИВООПОЛЗНЕВЫХ МЕРОПРИЯТИЙ
03.06.01.03.13.05,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО ОБЪЕКТАМ ФИНАНСОВО-КРЕДИТНЫХ И СТРАХОВЫХ ОРГАНИЗАЦИЙ
03.06.01.03.15,"УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО НАУЧНО-ИННОВАЦИОННЫМ ОБЪЕКТАМ, ОБЪЕКТАМ ИЗЫСКАТЕЛЬСКОГО НАЗНАЧЕНИЯ"
03.06.01.03.17.04,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО СЕЛЬСКОХОЗЯЙСТВЕННЫМ ОБЪЕКТАМ ИНОГО ТИПА
03.06.01.03.18,"УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО ОБЪЕКТАМ ГИДРОТЕХНИЧЕСКИХ, ВСПОМОГАТЕЛЬНЫХ ИНЖЕНЕРНЫХ СООРУЖЕНИЙ"
03.06.01.03.19.01,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО ОБЪЕКТАМ ПО УХОДУ И СОДЕРЖАНИЮ ЖИВОТНЫХ
03.06.01.03.20.01,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО ОБЪЕКТАМ МОНАСТЫРЯ
03.06.01.03.20.05,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО ОБЪЕКТАМ КОЛОКОЛЬНИ
03.06.01.04.01.09,"УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД КАПИТАЛЬНОГО РЕМОНТА ПО ОБЪЕКТАМ РЕМОНТА, СОДЕРЖАНИЯ И ОБСЛУЖИВАНИЯ АВТОТРАНСПОРТНЫХ СРЕДСТВ"
03.06.01.04.02.03,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД КАПИТАЛЬНОГО РЕМОНТА ПО ОБЪЕКТАМ УЧРЕЖДЕНИЙ ЗДРАВООХРАНЕНИЯ В ОБЛАСТИ МАТЕРИНСТВА И ДЕТСТВА
03.06.01.04.03.05,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД КАПИТАЛЬНОГО РЕМОНТА ПО ОБЪЕКТАМ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ И ДОПОЛНИТЕЛЬНОГО ПРОФЕССИОНАЛЬНОГО ОБУЧЕНИЯ
03.06.01.04.03.06,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД КАПИТАЛЬНОГО РЕМОНТА ПО ВСПОМОГАТЕЛЬНЫМ ОБЪЕКТАМ ОБРАЗОВАНИЯ
03.06.01.04.04.03,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД КАПИТАЛЬНОГО РЕМОНТА ПО СПЕЦИАЛИЗИРОВАННЫМ ОБЪЕКТАМ ДЛЯ ПРОЖИВАНИЯ БЕЗ СПЕЦИАЛИЗИРОВАННОГО МЕДИЦИНСКОГО ОБСЛУЖИВАНИЯ
01.15.05.04.06,"СКРЕПКИ, СКОБЫ, ЗАЖИМЫ ДЛЯ БУМАГ"
01.15.03.10.01,ОБЛОЖКИ С КОЛЬЦАМИ ДЛЯ СМЕННЫХ БЛОКОВ ПЛАСТИКОВЫЕ
03.06.01.04.05.03,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД КАПИТАЛЬНОГО РЕМОНТА ПО ОБЪЕКТАМ АПАРТАМЕНТОВ
03.06.01.04.06.10,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД КАПИТАЛЬНОГО РЕМОНТА ПО СМЕШАННЫМ ОБЪЕКТАМ ИНЖЕНЕРНОЙ ИНФРАСТРУКТУРЫ
03.06.01.04.07.04,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД КАПИТАЛЬНОГО РЕМОНТА ПО ОБЪЕКТАМ КУЛЬТУРНОГО НАСЛЕДИЯ (С ПРИСПОСОБЛЕНИЕМ ДЛЯ СОВРЕМЕННОГО ИСПОЛЬЗОВАНИЯ)
03.06.01.04.07.07,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД КАПИТАЛЬНОГО РЕМОНТА ПО КУЛЬТУРНО-ЗРЕЛИЩНЫМ ОБЪЕКТАМ
03.06.01.04.08.03,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД КАПИТАЛЬНОГО РЕМОНТА ПО СПОРТИВНО-ЗРЕЛИЩНЫМ ОБЪЕКТАМ
03.06.01.04.08.07,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД КАПИТАЛЬНОГО РЕМОНТА ПО СПОРТИВНЫМ ОБЪЕКТАМ В ЗАКРЫТЫХ ПОМЕЩЕНИЯХ
03.06.01.04.11.01,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД КАПИТАЛЬНОГО РЕМОНТА ПО ОБЪЕКТАМ ХРАНЕНИЯ И УТИЛИЗАЦИИ ОТХОДОВ
03.06.01.04.13,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД КАПИТАЛЬНОГО РЕМОНТА ПО ОБЪЕКТАМ АДМИНИСТРАТИВНОГО НАЗНАЧЕНИЯ
03.06.01.04.13.03,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД КАПИТАЛЬНОГО РЕМОНТА ПО АДМИНИСТРАТИВНО-УПРАВЛЕНЧЕСКИМ ОБЪЕКТАМ
03.06.01.04.14.05,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД КАПИТАЛЬНОГО РЕМОНТА ПО ОБЪЕКТАМ ОБЩЕСТВЕННОГО ПИТАНИЯ
03.06.01.04.18.04,"УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД КАПИТАЛЬНОГО РЕМОНТА ПО ОБЪЕКТАМ ГИДРОТЕХНИЧЕСКИХ, ВСПОМОГАТЕЛЬНЫХ ИНЖЕНЕРНЫХ СООРУЖЕНИЙ ИНОГО ТИПА"
03.06.01.04.21.01,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД КАПИТАЛЬНОГО РЕМОНТА ПО ОБЪЕКТАМ ТУРИЗМА И ОТДЫХА
03.06.01.04.22.01,"УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД КАПИТАЛЬНОГО РЕМОНТА ПО ОБЪЕКТАМ АВАРИЙНО-СПАСАТЕЛЬНОЙ СЛУЖБЫ, ФОРМИРОВАНИЯ"
03.06.01.05,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД РЕКОНСТРУКЦИИ
03.06.01.05.01.04,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД РЕКОНСТРУКЦИИ ПО ОБЪЕКТАМ СКОРОСТНОГО ВНЕУЛИЧНОГО ТРАНСПОРТА (КРОМЕ МЕТРОПОЛИТЕНА)
03.06.01.05.01.05,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД РЕКОНСТРУКЦИИ ПО ОБЪЕКТАМ УЛИЧНО-ДОРОЖНОЙ СЕТИ
03.06.01.05.01.08,УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД РЕКОНСТРУКЦИИ ПО ПРОЧИМ ОБЪЕКТАМ ТРАНСПОРТНОЙ ИНФРАСТРУКТУРЫ
